distance,traffic,weather,stock,delay,eta
558,Medium,Clear,No,1,11.3
86,Medium,Clear,Yes,0,1.9333333333333333
1814,Medium,Clear,Yes,0,31.233333333333334
799,Low,Clear,No,0,14.816666666666666
1742,Medium,Rain,No,1,32.53333333333333
1809,Low,Clear,No,1,32.15
1129,Medium,Rain,Yes,1,20.816666666666666
740,High,Rain,No,1,15.833333333333334
49,Medium,Rain,No,1,3.8166666666666664
367,Medium,Rain,No,1,9.116666666666667
1244,Low,Rain,No,1,23.733333333333334
673,Low,Clear,No,0,12.716666666666667
673,High,Clear,Yes,0,12.216666666666667
1353,High,Clear,No,1,25.55
708,Medium,Clear,Yes,0,12.3
1056,Medium,Clear,No,1,20.1
1374,Medium,Rain,Yes,1,24.9
1987,High,Rain,No,1,37.11666666666667
1222,Low,Clear,Yes,0,20.866666666666667
1581,Low,Clear,Yes,0,26.85
1042,Low,Clear,No,1,19.366666666666667
1649,Low,Rain,No,1,30.483333333333334
391,Low,Rain,No,1,9.016666666666666
1253,High,Rain,No,1,24.883333333333333
833,Medium,Rain,Yes,0,15.383333333333333
313,Medium,Clear,No,1,7.216666666666667
1012,Low,Clear,No,1,18.866666666666667
1304,Medium,Clear,Yes,0,22.733333333333334
1811,Medium,Clear,Yes,0,31.183333333333334
649,High,Rain,No,1,14.316666666666666
199,Low,Clear,Yes,0,3.316666666666667
47,High,Clear,No,1,3.283333333333333
1856,Medium,Clear,No,1,33.43333333333334
1205,Medium,Rain,No,1,23.583333333333332
446,High,Rain,No,1,10.933333333333334
938,High,Clear,No,1,18.133333333333333
1023,High,Clear,Yes,0,18.55
1456,High,Clear,Yes,0,25.766666666666666
217,Low,Clear,No,0,5.116666666666667
698,High,Clear,No,1,14.133333333333333
811,Low,Clear,No,0,15.016666666666667
1656,High,Clear,No,1,30.6
1177,Low,Clear,No,1,21.616666666666667
1215,High,Rain,Yes,1,22.75
47,Medium,Rain,Yes,0,2.283333333333333
1305,High,Clear,No,1,24.75
1620,Low,Clear,No,1,29.0
721,Medium,Clear,No,1,14.016666666666667
1944,High,Rain,Yes,1,34.9
173,High,Clear,Yes,0,3.8833333333333333
153,Medium,Clear,No,1,4.55
415,Low,Clear,Yes,0,6.916666666666667
1371,Medium,Rain,Yes,1,24.85
918,Low,Clear,Yes,0,15.3
935,Low,Rain,No,1,18.083333333333336
1403,High,Clear,No,1,26.383333333333333
426,Medium,Clear,Yes,0,7.6
1287,Medium,Clear,Yes,0,22.45
1828,Medium,Rain,No,1,33.96666666666667
501,Low,Rain,No,1,10.85
1893,Medium,Clear,Yes,0,32.55
681,Low,Rain,Yes,0,12.35
325,Medium,Rain,No,1,8.416666666666668
446,Medium,Clear,No,1,9.433333333333334
1909,Low,Rain,Yes,0,33.31666666666666
860,High,Clear,Yes,0,15.333333333333334
1096,High,Clear,No,1,21.266666666666666
790,High,Rain,No,1,16.666666666666664
149,Low,Clear,Yes,0,2.4833333333333334
444,High,Clear,Yes,0,8.4
681,High,Clear,Yes,0,12.35
1191,High,Rain,Yes,1,22.35
1210,Low,Rain,Yes,0,21.666666666666668
1276,High,Clear,No,1,24.266666666666666
1914,Medium,Clear,Yes,0,32.9
444,Medium,Clear,No,1,9.4
897,High,Clear,Yes,0,15.95
1207,High,Clear,No,1,23.116666666666667
239,High,Rain,Yes,1,5.983333333333333
168,High,Clear,Yes,0,3.8
27,Low,Clear,Yes,0,0.45
1112,Low,Rain,Yes,0,20.033333333333335
283,Low,Clear,No,0,6.216666666666667
1895,High,Rain,Yes,1,34.08333333333333
1913,Low,Rain,No,1,34.88333333333333
1858,Medium,Clear,Yes,0,31.966666666666665
288,Medium,Rain,Yes,0,6.3
622,Low,Rain,Yes,0,11.366666666666667
155,High,Clear,Yes,0,3.5833333333333335
91,Low,Clear,Yes,0,1.5166666666666666
1928,Low,Clear,Yes,0,32.63333333333333
1541,Medium,Clear,Yes,0,26.683333333333334
1420,Medium,Rain,No,1,27.166666666666668
647,Medium,Clear,No,1,12.783333333333333
955,Medium,Clear,No,1,17.916666666666664
111,Medium,Clear,No,1,3.85
50,Medium,Clear,No,1,2.8333333333333335
1807,Low,Rain,No,1,33.11666666666667
424,High,Rain,Yes,1,9.066666666666666
1559,Low,Rain,Yes,0,27.483333333333334
1114,Low,Clear,Yes,0,19.066666666666666
113,High,Clear,Yes,0,2.8833333333333333
1533,High,Rain,No,1,29.55
1577,Medium,Rain,Yes,1,28.283333333333335
136,Medium,Clear,No,1,4.266666666666667
947,Low,Rain,No,1,18.28333333333333
863,Medium,Clear,Yes,0,14.883333333333333
1075,Low,Rain,No,1,20.916666666666668
1074,High,Rain,No,1,21.9
1661,Medium,Clear,No,1,30.183333333333334
1643,Medium,Clear,No,1,29.883333333333333
1316,Medium,Clear,Yes,0,22.933333333333334
1421,Medium,Rain,Yes,1,25.683333333333334
1952,High,Rain,Yes,1,35.03333333333333
1615,Low,Rain,Yes,0,28.416666666666668
765,Low,Clear,No,0,14.25
1388,High,Rain,No,1,27.133333333333333
1098,High,Rain,No,1,22.3
1383,High,Rain,No,1,27.05
818,Medium,Clear,Yes,0,14.133333333333333
1968,Medium,Clear,Yes,0,33.8
1715,High,Rain,No,1,32.58333333333333
1816,Low,Clear,No,1,32.266666666666666
1667,Medium,Clear,Yes,0,28.783333333333335
896,Medium,Clear,No,1,16.933333333333334
1595,Medium,Clear,Yes,0,27.583333333333332
994,Medium,Rain,No,1,19.566666666666666
1361,Medium,Clear,Yes,0,23.683333333333334
1255,High,Rain,No,1,24.916666666666668
1723,Low,Clear,Yes,0,29.216666666666665
1399,High,Rain,Yes,1,25.816666666666666
1309,Medium,Clear,No,1,24.316666666666666
1686,Low,Clear,Yes,0,28.6
541,High,Clear,Yes,0,10.016666666666667
1971,Medium,Clear,No,1,35.35
895,Low,Clear,No,0,16.416666666666664
1358,High,Clear,Yes,0,24.133333333333333
616,Medium,Rain,No,1,13.266666666666667
133,Medium,Rain,Yes,0,3.716666666666667
1099,High,Rain,No,1,22.316666666666666
1841,Medium,Clear,Yes,0,31.683333333333334
721,High,Rain,No,1,15.516666666666667
401,Medium,Clear,Yes,0,7.183333333333334
858,High,Rain,No,1,17.8
683,High,Rain,Yes,1,13.383333333333333
1395,High,Rain,No,1,27.25
1429,Medium,Rain,No,1,27.316666666666666
752,Medium,Rain,Yes,0,14.033333333333333
1938,High,Rain,Yes,1,34.8
1494,High,Rain,No,1,28.9
421,Medium,Rain,No,1,10.016666666666666
1991,Low,Clear,No,1,35.18333333333333
1974,Low,Rain,No,1,35.9
1830,High,Clear,Yes,0,32.0
1638,Medium,Rain,Yes,1,29.3
433,Low,Clear,Yes,0,7.216666666666667
103,High,Rain,No,1,5.216666666666667
1297,Low,Rain,No,1,24.616666666666667
741,Low,Rain,Yes,0,13.35
1981,Medium,Rain,No,1,36.516666666666666
273,Low,Clear,Yes,0,4.55
789,Low,Clear,No,0,14.65
1976,Medium,Clear,No,1,35.43333333333333
873,Low,Rain,No,1,17.05
1572,Medium,Clear,No,1,28.7
1674,Medium,Clear,No,1,30.4
324,High,Rain,Yes,1,7.4
916,Medium,Rain,Yes,0,16.766666666666666
1963,Medium,Rain,No,1,36.21666666666667
1979,Low,Rain,Yes,0,34.483333333333334
578,Low,Rain,No,1,12.133333333333333
329,Low,Clear,No,0,6.983333333333333
1059,Medium,Clear,No,1,20.15
1006,High,Rain,No,1,20.766666666666666
795,High,Rain,No,1,16.75
1690,High,Clear,No,1,31.166666666666668
1176,High,Rain,No,1,23.6
1549,Medium,Clear,No,1,28.316666666666666
1473,High,Rain,Yes,1,27.05
413,High,Clear,No,1,9.383333333333333
842,High,Rain,Yes,1,16.03333333333333
165,Low,Rain,No,1,5.25
1564,Medium,Clear,Yes,0,27.066666666666666
1121,High,Rain,No,1,22.683333333333334
565,High,Rain,No,1,12.916666666666666
234,Medium,Clear,No,1,5.9
263,Medium,Clear,No,1,6.383333333333334
505,Medium,Clear,Yes,0,8.916666666666666
741,Medium,Clear,Yes,0,12.85
7,High,Rain,No,1,3.6166666666666667
989,High,Rain,No,1,19.983333333333334
7,High,Rain,Yes,1,2.1166666666666667
1327,High,Clear,Yes,0,23.616666666666667
1641,High,Clear,Yes,0,28.85
1216,Medium,Clear,No,1,22.766666666666666
869,Medium,Rain,No,1,17.483333333333334
1323,High,Clear,No,1,25.05
1398,High,Rain,Yes,1,25.8
747,Low,Clear,Yes,0,12.45
1410,Low,Clear,Yes,0,24.0
1189,Medium,Rain,Yes,1,21.816666666666666
1052,Low,Rain,Yes,0,19.033333333333335
567,Medium,Rain,No,1,12.45
1511,High,Rain,No,1,29.183333333333334
1188,Low,Rain,Yes,0,21.3
597,High,Clear,Yes,0,10.95
805,High,Clear,No,1,15.916666666666666
1724,High,Rain,No,1,32.733333333333334
1542,High,Clear,Yes,0,27.2
670,High,Rain,Yes,1,13.166666666666666
1021,High,Rain,No,1,21.016666666666666
300,Low,Rain,No,1,7.5
536,High,Rain,Yes,1,10.933333333333334
460,Medium,Clear,Yes,0,8.166666666666668
581,Low,Clear,Yes,0,9.683333333333334
176,Low,Rain,No,1,5.433333333333334
792,Medium,Clear,Yes,0,13.7
1420,Low,Clear,No,1,25.666666666666668
1248,High,Clear,No,1,23.8
1632,High,Clear,Yes,0,28.7
789,Medium,Rain,Yes,0,14.65
1976,Low,Rain,No,1,35.93333333333333
1715,Medium,Rain,Yes,1,30.583333333333332
413,High,Rain,No,1,10.383333333333333
1536,High,Clear,No,1,28.6
738,High,Clear,Yes,0,13.3
229,Medium,Clear,Yes,0,4.316666666666666
1235,Low,Clear,No,1,22.583333333333332
806,High,Rain,Yes,1,15.433333333333334
158,Medium,Clear,Yes,0,3.1333333333333333
390,High,Clear,No,1,9.0
1522,Low,Rain,Yes,0,26.866666666666667
1502,Low,Clear,Yes,0,25.533333333333335
65,Medium,Rain,Yes,0,2.583333333333333
198,Low,Clear,Yes,0,3.3
731,Medium,Rain,Yes,0,13.683333333333334
1694,Low,Rain,Yes,0,29.733333333333334
1789,Low,Clear,Yes,0,30.316666666666666
63,Medium,Clear,No,1,3.05
1972,Low,Clear,No,1,34.86666666666667
922,High,Rain,No,1,18.866666666666667
1999,High,Rain,Yes,1,35.81666666666667
615,Medium,Clear,Yes,0,10.75
1899,Medium,Rain,No,1,35.15
528,Low,Clear,Yes,0,8.8
687,Medium,Clear,No,1,13.45
479,Low,Clear,Yes,0,7.983333333333333
91,Low,Rain,Yes,0,2.5166666666666666
1089,Medium,Clear,Yes,0,19.15
856,Medium,Clear,Yes,0,14.766666666666667
1648,High,Clear,No,1,30.466666666666665
1991,Low,Clear,No,1,35.18333333333333
956,High,Clear,Yes,0,16.933333333333334
32,High,Clear,No,1,3.033333333333333
1590,High,Clear,Yes,0,28.0
927,High,Rain,Yes,1,17.45
305,Low,Clear,Yes,0,5.083333333333333
316,Medium,Clear,Yes,0,5.766666666666667
1762,Low,Clear,Yes,0,29.866666666666667
990,High,Clear,No,1,19.0
1018,Medium,Clear,Yes,0,17.966666666666665
1398,High,Rain,No,1,27.3
766,Low,Clear,No,0,14.266666666666667
322,Low,Clear,Yes,0,5.366666666666666
1408,High,Rain,No,1,27.466666666666665
468,Low,Rain,No,1,10.3
1676,Low,Rain,Yes,0,29.433333333333334
1040,High,Clear,No,1,20.333333333333332
1863,Low,Rain,No,1,34.05
294,Low,Rain,No,1,7.4
1912,Medium,Rain,No,1,35.36666666666667
186,Medium,Clear,No,1,5.1
1475,Low,Clear,Yes,0,25.083333333333332
1070,High,Rain,No,1,21.833333333333332
1486,Low,Rain,No,1,27.766666666666666
1523,Low,Rain,Yes,0,26.883333333333333
592,Medium,Rain,No,1,12.866666666666667
965,Low,Rain,No,1,18.583333333333332
287,Low,Rain,No,1,7.283333333333333
1812,Low,Rain,No,1,33.2
1846,High,Rain,No,1,34.766666666666666
362,Medium,Clear,No,1,8.033333333333333
1617,Medium,Rain,Yes,1,28.95
1147,Medium,Rain,Yes,1,21.116666666666667
1349,Medium,Clear,Yes,0,23.483333333333334
494,High,Clear,Yes,0,9.233333333333333
1311,Medium,Clear,No,1,24.35
1028,Low,Rain,Yes,0,18.633333333333333
565,Medium,Clear,Yes,0,9.916666666666666
1431,Medium,Clear,Yes,0,24.85
956,Low,Clear,Yes,0,15.933333333333334
1130,Low,Rain,Yes,0,20.333333333333332
503,Low,Rain,Yes,0,9.383333333333333
859,High,Rain,No,1,17.816666666666666
1875,Low,Rain,Yes,0,32.75
546,Low,Clear,Yes,0,9.1
526,Medium,Rain,No,1,11.766666666666667
604,Low,Clear,Yes,0,10.066666666666666
690,Medium,Clear,Yes,0,12.0
463,High,Rain,No,1,11.216666666666667
769,Medium,Clear,Yes,0,13.316666666666666
908,Low,Rain,No,1,17.633333333333333
1419,Medium,Clear,Yes,0,24.65
507,Low,Clear,No,0,9.95
857,Low,Rain,Yes,0,15.283333333333333
340,High,Rain,Yes,1,7.666666666666667
586,Medium,Clear,Yes,0,10.266666666666667
1048,Medium,Rain,No,1,20.966666666666665
1248,Low,Clear,Yes,0,21.3
1711,Low,Clear,Yes,0,29.016666666666666
1071,Low,Clear,No,1,19.85
1123,Medium,Rain,No,1,22.216666666666665
364,High,Rain,Yes,1,8.066666666666666
663,Low,Clear,Yes,0,11.05
1062,Low,Rain,No,1,20.7
445,Medium,Rain,No,1,10.416666666666668
505,High,Clear,No,1,10.916666666666666
1856,Medium,Rain,No,1,34.43333333333334
1931,High,Rain,Yes,1,34.68333333333333
1975,Low,Rain,No,1,35.916666666666664
1960,High,Clear,No,1,35.666666666666664
715,Low,Clear,Yes,0,11.916666666666666
821,Low,Clear,No,0,15.183333333333334
579,High,Rain,Yes,1,11.65
1579,Medium,Rain,No,1,29.816666666666666
821,Medium,Clear,Yes,0,14.183333333333334
901,High,Clear,No,1,17.516666666666666
394,High,Clear,No,1,9.066666666666666
837,Low,Rain,No,1,16.45
851,Medium,Clear,Yes,0,14.683333333333334
633,Medium,Rain,Yes,0,12.05
414,Low,Clear,No,0,8.4
788,Medium,Clear,Yes,0,13.633333333333333
1676,Medium,Rain,No,1,31.433333333333334
1710,High,Rain,No,1,32.5
1496,Low,Clear,No,1,26.933333333333334
997,Low,Rain,Yes,0,17.616666666666667
644,Medium,Clear,Yes,0,11.233333333333333
414,Low,Rain,No,1,9.4
328,High,Clear,No,1,7.966666666666667
159,Low,Clear,No,0,4.15
1871,Low,Clear,No,1,33.18333333333334
232,Low,Rain,Yes,0,4.866666666666667
1446,Medium,Clear,No,1,26.6
112,Medium,Clear,Yes,0,2.3666666666666667
1467,High,Clear,No,1,27.45
948,High,Rain,Yes,1,17.8
1549,Low,Clear,No,1,27.816666666666666
1663,Low,Rain,Yes,0,29.216666666666665
112,Medium,Clear,No,1,3.8666666666666667
1441,Low,Rain,Yes,0,25.516666666666666
921,High,Clear,Yes,0,16.35
432,Low,Clear,Yes,0,7.2
1938,High,Clear,No,1,35.3
550,High,Rain,No,1,12.666666666666666
1386,Low,Rain,Yes,0,24.6
961,High,Rain,Yes,1,18.016666666666666
1437,Medium,Clear,No,1,26.45
1194,High,Clear,No,1,22.9
585,Medium,Rain,Yes,0,11.25
843,Medium,Rain,No,1,17.05
734,Medium,Clear,No,1,14.233333333333333
1427,Medium,Clear,No,1,26.283333333333335
747,Low,Rain,Yes,0,13.45
616,High,Clear,No,1,12.766666666666667
243,High,Clear,Yes,0,5.05
1314,Low,Rain,Yes,0,23.4
1970,High,Clear,No,1,35.833333333333336
1881,Low,Rain,Yes,0,32.85
1162,High,Rain,Yes,1,21.866666666666667
22,Low,Clear,Yes,0,0.36666666666666664
1676,High,Clear,Yes,0,29.433333333333334
1554,Medium,Rain,No,1,29.4
15,High,Clear,No,1,2.75
20,Medium,Rain,Yes,0,1.8333333333333333
1913,High,Rain,No,1,35.88333333333333
1013,Low,Rain,No,1,19.883333333333333
1052,Medium,Clear,No,1,20.033333333333335
1149,High,Clear,No,1,22.15
434,Medium,Clear,Yes,0,7.733333333333333
1945,High,Clear,Yes,0,33.916666666666664
1147,Low,Rain,No,1,22.116666666666667
523,Low,Clear,No,0,10.216666666666667
1983,Medium,Rain,No,1,36.55
961,Low,Clear,Yes,0,16.016666666666666
1278,Low,Rain,No,1,24.3
83,Low,Clear,Yes,0,1.3833333333333333
630,Low,Clear,Yes,0,10.5
1993,High,Rain,Yes,1,35.71666666666667
1183,High,Rain,No,1,23.716666666666665
1619,High,Clear,No,1,29.983333333333334
478,Low,Clear,Yes,0,7.966666666666667
228,Medium,Rain,Yes,0,5.3
797,High,Rain,Yes,1,15.283333333333333
1863,High,Rain,Yes,1,33.55
500,High,Clear,Yes,0,9.333333333333334
159,Low,Rain,Yes,0,3.65
1441,High,Clear,No,1,27.016666666666666
1630,Medium,Clear,No,1,29.666666666666668
268,High,Rain,Yes,1,6.466666666666667
1514,Medium,Clear,No,1,27.733333333333334
413,Medium,Clear,No,1,8.883333333333333
608,High,Rain,Yes,1,12.133333333333333
345,Low,Clear,Yes,0,5.75
958,Medium,Rain,No,1,18.96666666666667
659,High,Clear,No,1,13.483333333333333
484,Low,Rain,No,1,10.566666666666666
1200,Medium,Rain,No,1,23.5
729,Medium,Rain,No,1,15.15
534,Low,Rain,Yes,0,9.9
1333,High,Clear,No,1,25.216666666666665
1012,Low,Clear,No,1,18.866666666666667
656,Medium,Clear,Yes,0,11.433333333333334
1982,High,Clear,Yes,0,34.53333333333333
15,High,Clear,Yes,0,1.25
1623,Low,Rain,No,1,30.05
211,High,Rain,Yes,1,5.516666666666667
1464,High,Rain,No,1,28.4
1834,Low,Clear,Yes,0,31.066666666666666
1375,High,Clear,No,1,25.916666666666668
60,High,Rain,Yes,1,3.0
1781,High,Rain,No,1,33.68333333333334
943,Low,Clear,No,0,17.21666666666667
1537,High,Clear,No,1,28.616666666666667
1202,Low,Rain,No,1,23.033333333333335
1189,Low,Clear,Yes,0,20.316666666666666
1548,Low,Rain,No,1,28.8
1690,Low,Clear,Yes,0,28.666666666666668
678,Medium,Rain,Yes,0,12.8
1786,High,Rain,No,1,33.766666666666666
224,Low,Rain,Yes,0,4.733333333333333
447,Low,Clear,No,0,8.95
1895,Medium,Clear,No,1,34.08333333333333
521,Medium,Clear,Yes,0,9.183333333333334
1392,Low,Rain,Yes,0,24.7
204,Low,Rain,No,1,5.9
326,Medium,Clear,Yes,0,5.933333333333334
1950,High,Rain,No,1,36.5
1515,Low,Rain,No,1,28.25
1158,Low,Rain,No,1,22.3
1358,High,Rain,Yes,1,25.133333333333333
1961,Low,Clear,Yes,0,33.18333333333333
848,Medium,Clear,No,1,16.133333333333333
512,Low,Rain,No,1,11.033333333333333
718,Low,Clear,No,0,13.466666666666667
1844,Low,Rain,Yes,0,32.233333333333334
194,High,Clear,Yes,0,4.233333333333333
794,High,Clear,No,1,15.733333333333333
1210,High,Clear,No,1,23.166666666666668
253,Medium,Clear,Yes,0,4.716666666666667
1518,Medium,Clear,No,1,27.8
199,Medium,Rain,Yes,0,4.816666666666666
286,Low,Rain,No,1,7.266666666666667
1460,Low,Rain,Yes,0,25.833333333333332
1179,Low,Rain,No,1,22.65
669,Medium,Rain,Yes,0,12.65
1024,Medium,Clear,No,1,19.566666666666666
1699,Medium,Clear,Yes,0,29.316666666666666
1961,Medium,Rain,No,1,36.18333333333333
1909,Low,Rain,No,1,34.81666666666666
1402,Medium,Clear,No,1,25.866666666666667
1095,Low,Clear,Yes,0,18.75
1318,Low,Clear,No,1,23.966666666666665
1162,Low,Rain,No,1,22.366666666666667
791,Medium,Clear,Yes,0,13.683333333333334
490,Low,Clear,No,0,9.666666666666666
843,Medium,Clear,Yes,0,14.55
143,Medium,Clear,Yes,0,2.8833333333333333
555,Low,Rain,No,1,11.75
930,Low,Clear,Yes,0,15.5
66,Low,Clear,Yes,0,1.1
1783,High,Clear,No,1,32.71666666666667
1910,High,Rain,No,1,35.83333333333333
900,High,Rain,No,1,18.5
1133,Medium,Clear,No,1,21.383333333333333
1856,High,Clear,No,1,33.93333333333334
822,Medium,Rain,Yes,0,15.2
1172,High,Rain,No,1,23.533333333333335
1372,High,Rain,No,1,26.866666666666667
16,Low,Rain,No,1,2.7666666666666666
1651,Medium,Clear,No,1,30.016666666666666
1853,Low,Rain,No,1,33.88333333333333
1068,Medium,Rain,No,1,21.3
1546,High,Clear,No,1,28.766666666666666
1967,Low,Clear,Yes,0,33.28333333333333
1247,Low,Clear,No,1,22.783333333333335
1467,Medium,Clear,No,1,26.95
1420,Low,Clear,No,1,25.666666666666668
1709,Medium,Rain,No,1,31.983333333333334
1420,Medium,Clear,Yes,0,24.666666666666668
751,High,Clear,Yes,0,13.516666666666667
1627,High,Rain,Yes,1,29.616666666666667
1711,Low,Rain,No,1,31.516666666666666
1115,Medium,Clear,Yes,0,19.583333333333332
705,Medium,Clear,No,1,13.75
1865,Medium,Clear,No,1,33.58333333333333
828,Low,Rain,No,1,16.3
1490,Medium,Clear,No,1,27.333333333333332
565,Low,Rain,No,1,11.916666666666666
462,High,Rain,No,1,11.2
1688,High,Clear,No,1,31.133333333333333
1446,Low,Rain,Yes,0,25.6
1531,High,Clear,No,1,28.516666666666666
433,Medium,Rain,Yes,0,8.716666666666667
146,Low,Clear,Yes,0,2.433333333333333
899,Low,Clear,Yes,0,14.983333333333333
904,High,Clear,No,1,17.566666666666666
329,High,Clear,No,1,7.983333333333333
156,Medium,Rain,No,1,5.6
954,High,Clear,Yes,0,16.9
233,Medium,Clear,No,1,5.883333333333333
595,Low,Clear,Yes,0,9.916666666666666
1641,Low,Rain,Yes,0,28.85
1508,Low,Rain,Yes,0,26.633333333333333
1789,Medium,Rain,No,1,33.31666666666666
62,High,Rain,No,1,4.533333333333333
311,High,Clear,No,1,7.683333333333334
1638,Low,Rain,Yes,0,28.8
1879,High,Rain,No,1,35.31666666666666
958,Medium,Clear,No,1,17.96666666666667
1310,Low,Rain,Yes,0,23.333333333333332
1187,Low,Rain,No,1,22.783333333333335
1920,High,Clear,Yes,0,33.5
1270,High,Rain,Yes,1,23.666666666666668
1002,Medium,Clear,No,1,19.2
594,Medium,Clear,Yes,0,10.4
112,Low,Clear,Yes,0,1.8666666666666667
1955,Medium,Clear,No,1,35.083333333333336
1066,Medium,Rain,Yes,1,19.766666666666666
568,Medium,Clear,Yes,0,9.966666666666667
637,Medium,Clear,No,1,12.616666666666667
1755,Low,Clear,Yes,0,29.75
1426,High,Rain,Yes,1,26.266666666666666
878,Low,Rain,No,1,17.133333333333333
620,High,Clear,Yes,0,11.333333333333334
768,Medium,Clear,No,1,14.8
1648,High,Rain,Yes,1,29.966666666666665
629,High,Clear,No,1,12.983333333333333
1682,Low,Rain,Yes,0,29.533333333333335
299,High,Rain,No,1,8.483333333333334
427,Medium,Rain,No,1,10.116666666666667
1450,Medium,Rain,Yes,1,26.166666666666668
939,High,Clear,No,1,18.15
161,High,Clear,No,1,5.183333333333334
1815,Medium,Rain,Yes,1,32.25
731,Low,Clear,No,0,13.683333333333334
1234,Medium,Clear,No,1,23.066666666666666
159,Low,Rain,Yes,0,3.65
854,Medium,Rain,No,1,17.233333333333334
1570,High,Clear,No,1,29.166666666666668
1342,Low,Rain,No,1,25.366666666666667
229,Low,Clear,No,0,5.316666666666666
777,Medium,Clear,Yes,0,13.45
1968,Low,Rain,Yes,0,34.3
427,Medium,Rain,Yes,0,8.616666666666667
688,Low,Rain,Yes,0,12.466666666666667
1105,Low,Clear,Yes,0,18.916666666666668
1267,High,Clear,Yes,0,22.616666666666667
1097,Low,Clear,No,1,20.283333333333335
669,High,Clear,Yes,0,12.15
422,High,Rain,No,1,10.533333333333333
314,Medium,Rain,No,1,8.233333333333334
1919,Low,Rain,Yes,0,33.483333333333334
964,High,Clear,No,1,18.566666666666666
236,Medium,Rain,Yes,0,5.433333333333334
1070,Medium,Clear,Yes,0,18.833333333333332
745,Medium,Rain,Yes,0,13.916666666666666
563,High,Clear,No,1,11.883333333333333
767,Medium,Clear,Yes,0,13.283333333333333
29,Medium,Clear,Yes,0,0.9833333333333334
1436,High,Rain,No,1,27.933333333333334
360,Medium,Rain,No,1,9.0
1166,High,Rain,No,1,23.433333333333334
37,Low,Rain,Yes,0,1.6166666666666667
1590,Low,Clear,No,1,28.5
699,Low,Clear,Yes,0,11.65
1924,Medium,Rain,Yes,1,34.06666666666667
411,Low,Rain,No,1,9.35
1147,Low,Rain,Yes,0,20.616666666666667
478,Low,Rain,No,1,10.466666666666667
1092,Low,Clear,No,1,20.2
1540,Low,Rain,No,1,28.666666666666668
1497,High,Rain,No,1,28.95
891,High,Clear,No,1,17.35
1960,Low,Clear,No,1,34.666666666666664
927,High,Rain,Yes,1,17.45
520,High,Rain,No,1,12.166666666666666
1626,High,Rain,No,1,31.1
1055,Low,Clear,No,1,19.583333333333332
18,Low,Clear,No,0,1.8
1903,Low,Clear,Yes,0,32.21666666666667
1502,High,Clear,No,1,28.033333333333335
463,Low,Clear,Yes,0,7.716666666666667
247,Low,Rain,No,1,6.616666666666666
1502,Medium,Clear,No,1,27.533333333333335
1300,Medium,Clear,Yes,0,22.666666666666668
158,Medium,Rain,No,1,5.633333333333333
177,Low,Rain,No,1,5.45
1853,Low,Rain,No,1,33.88333333333333
955,Low,Rain,No,1,18.416666666666664
1421,Medium,Clear,Yes,0,24.683333333333334
462,Medium,Clear,Yes,0,8.2
1779,Medium,Clear,Yes,0,30.65
628,High,Clear,Yes,0,11.466666666666667
1532,Medium,Rain,No,1,29.033333333333335
1609,Low,Rain,No,1,29.816666666666666
412,Low,Clear,Yes,0,6.866666666666666
1242,Low,Clear,No,1,22.7
1128,Medium,Clear,Yes,0,19.8
707,High,Clear,No,1,14.283333333333333
694,Low,Clear,No,0,13.066666666666666
83,Low,Clear,Yes,0,1.3833333333333333
1087,Medium,Rain,No,1,21.616666666666667
1435,Low,Rain,No,1,26.916666666666668
957,Medium,Rain,Yes,0,17.45
389,Low,Rain,No,1,8.983333333333334
1112,High,Clear,No,1,21.533333333333335
864,Medium,Clear,No,1,16.4
1378,Medium,Rain,Yes,1,24.966666666666665
1533,High,Clear,No,1,28.55
390,High,Rain,No,1,10.0
911,Low,Rain,Yes,0,16.183333333333334
938,High,Clear,Yes,0,16.633333333333333
1702,Low,Rain,No,1,31.366666666666667
24,Low,Clear,Yes,0,0.4
674,High,Rain,Yes,1,13.233333333333333
12,High,Rain,No,1,3.7
804,High,Rain,Yes,1,15.4
770,High,Rain,Yes,1,14.833333333333334
1316,Low,Rain,No,1,24.933333333333334
1614,Low,Clear,No,1,28.9
1610,Medium,Clear,Yes,0,27.833333333333332
1911,High,Rain,Yes,1,34.35
399,High,Rain,Yes,1,8.65
771,High,Clear,No,1,15.35
254,Medium,Clear,No,1,6.233333333333333
1036,Low,Rain,No,1,20.266666666666666
47,High,Clear,No,1,3.283333333333333
936,High,Rain,Yes,1,17.6
1318,Medium,Clear,Yes,0,22.966666666666665
1775,Low,Clear,No,1,31.583333333333332
558,Medium,Rain,No,1,12.3
1816,Medium,Rain,Yes,1,32.266666666666666
510,Medium,Rain,Yes,0,10.0
411,Low,Clear,Yes,0,6.85
782,Medium,Rain,No,1,16.03333333333333
1999,Low,Rain,Yes,0,34.81666666666667
1497,High,Clear,No,1,27.95
1603,Medium,Clear,Yes,0,27.716666666666665
1823,Low,Rain,No,1,33.38333333333333
339,High,Clear,No,1,8.15
1759,High,Clear,Yes,0,30.816666666666666
136,Medium,Clear,Yes,0,2.7666666666666666
1011,High,Clear,No,1,19.85
1421,High,Rain,No,1,27.683333333333334
1866,Low,Rain,Yes,0,32.6
865,High,Rain,Yes,1,16.416666666666664
29,Medium,Clear,Yes,0,0.9833333333333334
138,Medium,Clear,No,1,4.3
1970,Medium,Clear,Yes,0,33.833333333333336
